"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","sqft_living15","sqft_lot15","log_price","popular","good_condition","high_grade"
"1322",2015-02-02,455000,3,1.5,1380,6657,2,0,0,3,7,1380,0,1986,0,"98034",1420,8187,13.0280526979331,0,1,1
"1323",2014-10-24,279950,3,1.75,1510,11234,1,0,0,3,7,1210,300,1965,0,"98155",2080,9076,12.542366294777,0,1,1
"1324",2014-10-20,267500,3,1.5,1600,9072,1,0,0,4,7,1600,0,1963,0,"98030",1710,8000,12.4968748453182,0,1,1
"1325",2014-09-09,620000,4,2.5,1840,220308,2,0,0,3,8,1840,0,2000,0,"98038",1890,65340,13.3374747570213,0,1,1
"1326",2015-01-27,110000,2,1,830,7590,1,0,0,2,6,830,0,1943,0,"98166",980,7590,11.6082356447746,0,0,0
"1327",2014-05-13,625000,3,3.5,1810,1846,2,0,0,4,8,1440,370,2009,0,"98122",1480,3600,13.3455069287185,0,1,1
"1328",2014-05-29,389000,2,1,910,7000,1,0,0,3,7,910,0,1952,0,"98115",1260,7528,12.8713346226006,0,1,1
"1329",2014-06-30,1200000,4,2,2120,3360,2,0,0,3,9,2120,0,1905,0,"98112",2090,3600,13.9978321147582,0,1,1
"1330",2015-04-24,788500,4,2.25,2510,133729,2,0,0,4,8,2510,0,1977,0,"98027",2510,69696,13.5778876853852,0,1,1
"1331",2014-07-25,567000,5,2.25,2100,6936,1,0,0,3,8,1600,500,1974,0,"98033",2100,8661,13.2481145827099,0,1,1
"1332",2015-01-13,515000,2,2.25,2690,15000,1,0,2,3,8,1870,820,1987,0,"98023",2690,15000,13.1519221796459,0,1,1
"1333",2014-09-02,605000,4,2.5,2430,11870,1,0,0,5,8,1590,840,1968,0,"98155",2430,9600,13.312983737013,0,1,1
"1334",2014-10-27,430000,4,3.75,2452,4800,2,0,0,3,7,2452,0,1936,1994,"98055",1180,4800,12.9715404876697,0,1,1
"1335",2014-07-17,805000,2,1.75,1550,6000,1,0,1,3,7,1550,0,1920,0,"98199",2360,6000,13.5985975564007,0,1,1
"1336",2015-04-13,567500,3,2.5,2080,4556,2,0,0,3,8,2080,0,1999,0,"98074",1530,5606,13.2489960283377,0,1,1
"1337",2014-06-05,647500,3,1.75,1290,3870,1,0,0,5,7,1290,0,1916,0,"98144",2020,5850,13.3808740725558,0,1,1
"1338",2014-11-26,495000,2,1.75,1850,2530,2.5,0,0,4,7,1850,0,1903,0,"98122",1500,1795,13.1123130415508,0,1,1
"1339",2014-11-04,825000,4,2.5,3370,5000,2,0,0,3,9,3370,0,2006,0,"98027",3370,5237,13.6231386653168,0,1,1
"1340",2015-03-09,435000,4,2.25,2730,7506,2,0,0,4,8,2730,0,1987,0,"98058",2390,8015,12.9831013100708,0,1,1
"1341",2014-09-09,445950,3,1.75,1300,7800,1,0,0,5,7,1300,0,1968,0,"98034",1520,7344,13.0079621170944,0,1,1
"1342",2014-06-03,960000,5,2.75,3040,10257,2,0,0,3,10,3040,0,1993,0,"98006",2860,9327,13.774688563444,0,1,1
"1343",2014-09-17,780000,4,3,2440,3600,1.5,0,0,5,8,1480,960,1929,0,"98103",1770,4000,13.5670491986658,0,1,1
"1344",2014-06-18,274500,3,2.25,1720,9000,1,0,0,4,8,1320,400,1969,0,"98023",1930,8000,12.5227065399317,0,1,1
"1345",2015-04-29,729953,5,3,3230,5167,1.5,0,0,4,8,2000,1230,1909,0,"98133",1509,1626,13.5007354274902,0,1,1
"1346",2014-07-28,464950,3,1.5,1200,890,2,0,0,3,8,1030,170,2008,0,"98109",1230,2120,13.0496851519063,0,1,1
"1347",2014-11-12,620000,4,1.75,2350,18800,1,0,2,3,8,2350,0,1959,0,"98005",3050,14640,13.3374747570213,0,1,1
"1348",2015-01-16,735000,4,3.5,3100,5600,2,0,0,3,9,3100,0,2005,0,"98075",3080,5600,13.507625778195,0,1,1
"1349",2015-04-21,450000,4,2.25,2040,9565,1,0,0,3,8,1400,640,1959,0,"98133",1890,8580,13.0170028617465,0,1,1
"1350",2014-06-05,450000,4,1,2000,4676,1.5,0,0,3,7,1250,750,1916,1986,"98118",1140,4676,13.0170028617465,0,1,1
"1351",2014-05-11,842500,4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,0,"98122",1720,2283,13.6441289412087,0,1,1
"1352",2014-10-08,360000,3,2,1970,79714,1,0,0,3,7,1070,900,1979,0,"98058",1890,36626,12.7938593104323,0,1,1
"1353",2014-06-24,585000,3,2.5,2270,100545,2,0,0,3,8,2270,0,1998,0,"98070",1277,100545,13.279367126214,0,1,1
"1354",2014-08-14,461000,3,2.25,1850,7923,1,0,0,4,7,1150,700,1977,0,"98033",1780,7420,13.0411533219788,0,1,1
"1355",2014-08-18,345000,2,1,1350,4494,1,0,0,3,7,920,430,1949,0,"98126",1470,5225,12.7512996960135,0,1,1
"1356",2014-07-02,1080000,3,2.5,3280,10302,1,0,0,3,10,1680,1600,1970,0,"98115",1550,6300,13.8924715991004,0,1,1
"1357",2015-02-27,643000,4,2.5,2270,8391,2,0,0,3,8,2270,0,1988,0,"98029",2420,8391,13.3739000032198,0,1,1
"1358",2014-09-29,690000,4,2.5,2820,8307,2,0,0,3,9,2820,0,1990,0,"98074",2820,8307,13.4444468765734,0,1,1
"1359",2015-04-01,282000,4,1,1200,11111,1.5,0,0,3,7,1200,0,1949,0,"98155",1350,9113,12.5496623499203,0,1,1
"1360",2014-11-18,549000,3,1.75,2000,6130,1,0,0,4,8,1120,880,1951,0,"98117",2140,7150,13.2158537204917,0,1,1
"1361",2015-01-08,815000,3,2,2310,6000,2,0,1,4,9,1560,750,1926,0,"98199",2000,6000,13.610943392223,0,1,1
"1362",2015-05-11,2200000,5,4.25,4640,22703,2,1,4,5,8,2860,1780,1952,0,"98052",3140,14200,14.6039679183285,1,1,1
"1363",2015-04-13,7e+05,3,2.25,2330,11424,2,0,0,4,8,2330,0,1984,0,"98052",2050,11448,13.4588356140255,0,1,1
"1364",2014-07-14,933399,3,2.5,3940,10360,2,0,0,3,9,3110,830,1992,0,"98052",2720,11941,13.7465880411452,0,1,1
"1365",2014-07-03,290000,3,1,1440,11250,1,0,0,3,7,1440,0,1967,0,"98055",2200,11250,12.5776362019627,0,1,1
"1366",2014-05-24,372000,4,1.75,1960,9300,1,0,0,5,7,1340,620,1979,0,"98045",1500,9752,12.8266491332553,0,1,1
"1367",2014-08-19,450000,2,1.75,1250,2890,1,0,0,4,7,790,460,1920,0,"98103",1500,3225,13.0170028617465,0,1,1
"1368",2014-09-05,303700,3,2.5,1981,5700,2,0,0,3,8,1981,0,2010,0,"98030",1981,5894,12.6237956510338,0,1,1
"1369",2014-07-24,672000,4,2.5,2440,10049,2,0,0,4,9,2440,0,1989,0,"98029",2820,8484,13.4180136195053,0,1,1
"1370",2014-06-23,334000,4,1.5,1150,9360,1.5,0,0,3,6,1150,0,1970,0,"98034",1480,8155,12.7188962719588,0,1,0
"1371",2014-06-25,260000,2,1,1120,5650,1,0,0,3,6,1120,0,1944,0,"98178",1270,6875,12.4684369099977,0,1,0
"1372",2014-07-31,749950,3,1.75,1800,5700,1,0,0,4,8,1000,800,1941,0,"98119",1680,5350,13.5277618166235,0,1,1
"1373",2014-12-23,330000,4,2.25,2380,122038,2,0,0,4,8,2380,0,1984,0,"98022",2030,48000,12.7068479334427,0,1,1
"1374",2014-10-28,830000,5,3,2920,2808,2,0,0,3,8,2140,780,1960,1992,"98103",1620,1544,13.6291809797728,0,1,1
"1375",2014-07-08,1130000,3,2.25,2790,13791,1,0,3,3,8,2790,0,2006,0,"98166",2720,12600,13.9377281906885,1,1,1
"1376",2014-07-07,320000,3,1,1560,7552,1,0,0,4,6,910,650,1948,0,"98155",1200,8152,12.6760762747759,0,1,0
"1377",2015-04-14,260000,2,1,1550,15250,1.5,0,0,5,7,1550,0,1920,0,"98038",1520,34929,12.4684369099977,0,1,1
"1378",2014-06-26,225000,3,2,1700,11475,1,0,0,5,6,970,730,1945,0,"98146",1560,11475,12.3238556811866,0,1,0
"1379",2014-09-17,279200,1,1,640,6350,1,0,0,3,5,640,0,1939,0,"98117",1270,6350,12.5396836498704,0,1,0
"1380",2014-05-20,520000,4,3.5,2680,10000,2,0,0,3,8,2040,640,1942,2014,"98125",1530,8000,13.1615840905576,0,1,1
"1381",2014-06-25,505000,3,2.5,1860,8060,2,0,0,4,8,1860,0,1987,0,"98029",1850,4661,13.1323137082575,0,1,1
"1382",2014-05-06,234000,3,1.75,1490,8366,1,0,0,4,7,1010,480,1975,0,"98042",1490,7469,12.3630763943398,0,1,1
"1383",2014-09-29,503000,4,2.5,2470,5044,2,0,0,3,9,2470,0,2005,0,"98155",2790,5583,13.1283454490819,0,1,1
"1384",2014-08-06,606000,4,2.25,2390,8858,1,0,0,4,8,1740,650,1979,0,"98033",2240,8858,13.3146352650515,0,1,1
"1385",2014-07-23,433500,3,1,1230,6000,1,0,0,4,7,780,450,1937,0,"98115",1570,5000,12.9796470752027,0,1,1
"1386",2015-01-23,250000,3,1.5,2840,10182,1,0,0,3,8,1510,1330,1951,0,"98056",2210,9669,12.4292161968444,0,1,1
"1387",2014-08-05,719000,3,2.5,2120,9307,2,0,0,4,9,2120,0,1984,0,"98006",2290,11524,13.4856166367032,0,1,1
"1388",2014-12-10,381000,3,2,1770,14400,1,0,0,4,8,1770,0,1959,0,"98166",1900,14400,12.8505546541088,0,1,1
"1389",2014-05-28,267000,3,2.5,2495,4400,2,0,0,3,8,2495,0,2007,0,"98001",2434,4400,12.4950039373824,0,1,1
"1390",2014-05-22,275000,1,0.75,1170,14149,1,0,0,5,7,880,290,1962,0,"98022",1130,24513,12.5245263766487,0,1,1
"1391",2014-05-13,651000,4,2.5,2740,7140,2,0,0,3,8,2740,0,1993,0,"98074",2260,7035,13.3862649211907,0,1,1
"1392",2015-02-04,439000,2,1,1050,5671,1,0,0,3,7,850,200,1949,0,"98115",1850,5243,12.9922546920573,0,1,1
"1393",2015-02-14,325000,2,1,1130,5070,1,0,0,4,7,1130,0,1955,0,"98146",860,6300,12.6915804613119,0,1,1
"1394",2014-05-02,490000,2,1,880,6380,1,0,0,3,7,880,0,1938,1994,"98115",1340,6380,13.1021606700868,0,1,1
"1395",2014-10-07,519900,4,2.5,2403,6172,2,0,0,3,9,2403,0,1999,0,"98028",2380,6075,13.1613917643718,0,1,1
"1396",2014-07-23,545000,4,2.75,3410,35040,2,0,0,3,9,3410,0,1984,0,"98038",2580,37263,13.2085410736454,0,1,1
"1397",2014-07-14,1060000,4,4,5320,20041,2,0,0,3,11,5320,0,2003,0,"98075",4640,17268,13.8737794660882,0,1,1
"1398",2014-05-14,542000,4,1.75,1900,8250,1,0,0,4,7,950,950,1955,0,"98006",1480,8360,13.2030212804218,0,1,1
"1399",2014-12-08,465000,4,1.75,1810,21650,2,0,0,4,7,1810,0,1961,0,"98077",2700,29680,13.0497926845695,0,1,1
"1400",2015-03-31,408000,2,2,1200,3900,1,0,0,3,8,1200,0,2006,0,"98053",1440,5580,12.9190224533863,0,1,1
"1401",2014-12-04,292000,4,2.5,2060,5950,2,0,0,3,8,2060,0,2000,0,"98030",2242,6406,12.5845090812504,0,1,1
"1402",2014-05-07,253000,3,1.75,1250,10122,1,0,0,3,7,1250,0,1994,0,"98010",1980,10175,12.4411447677097,0,1,1
"1403",2014-09-05,280000,2,1,910,4662,1,0,0,5,6,910,0,1942,0,"98106",890,6050,12.5425448821514,0,1,0
"1404",2014-06-04,658588,3,2.25,2560,41346,2,0,0,3,10,2560,0,1986,0,"98027",3040,35395,13.3978534282907,0,1,1
"1405",2014-12-16,635000,4,2.25,1920,8910,1,0,0,4,8,1200,720,1969,0,"98005",2250,8800,13.3613802778748,0,1,1
"1406",2014-10-09,439000,4,2.25,2240,8300,2,0,0,3,8,2240,0,1978,0,"98011",2340,8500,12.9922546920573,0,1,1
"1407",2014-08-06,3e+05,3,2.5,1260,3855,2,0,0,3,8,1260,0,1999,0,"98059",1310,3344,12.6115377536383,0,1,1
"1408",2015-02-05,345000,3,1.5,1360,13496,1,0,0,4,8,1360,0,1960,0,"98198",1900,10538,12.7512996960135,0,1,1
"1409",2014-08-12,283500,4,2.25,2100,8050,2,0,0,3,8,2100,0,1978,0,"98055",2190,7700,12.5549674021499,0,1,1
"1410",2014-09-24,425000,2,1,2110,4920,1.5,0,0,3,7,1460,650,1911,0,"98103",1390,4732,12.9598444479066,0,1,1
"1411",2015-03-19,685000,3,1.75,2210,8955,1,0,1,3,8,1560,650,1974,0,"98033",2210,8976,13.4371741172444,0,1,1
"1412",2015-04-21,750000,3,2.5,2360,12987,2,0,0,3,8,2360,0,1983,0,"98006",2480,11665,13.5278284855125,0,1,1
"1413",2015-04-16,245000,4,1.5,1280,8000,1,0,0,3,6,1280,0,1960,0,"98178",1420,8211,12.4090134895269,0,1,0
"1414",2015-04-03,585444,6,3.75,2740,6924,1,0,2,3,7,1640,1100,1962,0,"98144",1940,6000,13.2801258126976,0,1,1
"1415",2014-09-17,706000,4,2.5,2740,7571,2,0,0,3,9,2740,0,2009,0,"98033",2880,7203,13.4673705164754,0,1,1
"1416",2014-08-01,445000,4,2,2630,9099,1.5,0,0,3,7,1830,800,1944,2009,"98146",1430,6825,13.0058295611484,0,1,1
"1417",2015-02-19,241000,3,2,1650,6000,1,0,0,3,7,1650,0,1990,0,"98023",1870,6000,12.3925522124728,0,1,1
"1418",2015-05-03,1180000,2,2.5,1770,7155,2,1,4,3,8,1770,0,1957,2004,"98155",2410,10476,13.9810249964418,1,1,1
"1419",2015-02-06,530000,3,1,1500,5750,1.5,0,0,4,7,1050,450,1927,0,"98126",1500,5060,13.1806322855283,0,1,1
"1420",2015-03-02,350000,3,1.5,1430,12199,1,0,0,3,7,1130,300,1948,0,"98133",1490,8196,12.7656884334656,0,1,1
"1421",2015-04-15,1700000,4,3.75,3190,17186,2,1,4,3,10,3190,0,1999,0,"98178",2290,13496,14.3461388090264,1,1,1
"1422",2015-04-28,389000,3,1,1280,9630,1,0,0,3,7,1280,0,1968,0,"98072",1300,9453,12.8713346226006,0,1,1
"1423",2014-11-05,799000,4,2.75,2390,6820,2,0,0,4,7,2140,250,1945,0,"98115",1980,6820,13.5911162247484,0,1,1
"1424",2014-08-04,1400000,4,2.5,4040,9630,1,0,3,4,9,2020,2020,1951,0,"98199",3160,8025,14.1519827945855,1,1,1
"1425",2014-12-29,340895,2,1,920,8612,1,0,0,5,7,920,0,1947,0,"98155",1500,7956,12.7393297909606,0,1,1
"1426",2014-05-05,780000,4,2.5,2730,10281,2,0,2,3,9,2730,0,1996,0,"98074",2750,7220,13.5670491986658,0,1,1
"1427",2014-12-04,350000,2,1.5,1320,73600,1,0,0,3,7,1320,0,1993,0,"98001",1320,33600,12.7656884334656,0,1,1
"1428",2015-02-17,470000,3,2.5,2620,4874,2,0,0,3,7,2620,0,1999,0,"98065",2360,4231,13.0604879736862,0,1,1
"1429",2015-01-28,914600,4,3,3180,80837,2,0,0,3,11,3180,0,1985,0,"98072",3180,38715,13.7262420902061,0,1,1
"1430",2014-09-23,354000,4,2.5,2900,4762,2,0,0,3,8,2900,0,2005,0,"98042",2900,5173,12.7770521921159,0,1,1
"1431",2015-02-26,470000,5,2,1900,6000,1.5,0,0,4,6,1900,0,1920,0,"98033",2110,8400,13.0604879736862,0,1,0
"1432",2014-07-30,715000,3,2,1760,5400,1,0,0,5,7,1160,600,1927,0,"98103",1640,5400,13.4800378216761,0,1,1
"1433",2014-10-07,265000,2,1,760,4000,1,0,0,4,6,760,0,1950,0,"98108",1640,4500,12.4874851049684,0,1,0
"1434",2015-03-30,2540000,4,3,3710,20000,2,0,2,5,10,2760,950,1936,0,"98105",3970,20000,14.7476746389947,0,1,1
"1435",2014-08-15,640000,3,1,1530,4944,1,0,0,3,7,1530,0,1950,0,"98103",1500,4944,13.3692234553359,0,1,1
"1436",2014-11-20,290000,4,1.75,1990,18900,2,0,0,4,7,1870,120,1929,0,"98168",1710,12400,12.5776362019627,0,1,1
"1437",2014-05-13,480000,5,4.75,3830,35000,1,0,0,3,8,2130,1700,1976,0,"98077",2750,36150,13.0815413828841,0,1,1
"1438",2014-08-26,535000,3,2,2040,5600,1,0,1,5,7,1120,920,1954,0,"98144",2120,4958,13.1900220258781,0,1,1
"1439",2014-08-29,907000,3,1.75,2170,12220,1,0,0,5,8,2170,0,1965,0,"98033",1980,9000,13.7178977290973,0,1,1
"1440",2014-06-01,459000,3,1.75,1620,7330,1,0,0,4,7,1090,530,1974,0,"98034",1380,7191,13.0368054890427,0,1,1
"1441",2015-04-24,1360000,3,2.5,3600,21399,1,0,3,3,9,2310,1290,1950,2007,"98008",2830,17559,14.1229952577122,1,1,1
"1442",2015-03-05,264950,3,1.5,1470,11599,1,0,0,3,7,1070,400,1967,0,"98030",1580,9760,12.4872964079209,0,1,1
"1443",2014-11-07,352950,3,1,1760,3000,1.5,0,0,1,6,1760,0,1900,0,"98103",1320,1266,12.7740816828236,0,0,0
"1444",2014-08-22,491500,3,2.25,2230,13100,1,0,0,4,8,1510,720,1974,0,"98006",2010,10650,13.1052172185694,0,1,1
"1445",2014-06-25,1230000,4,3.5,3770,37034,2,0,0,3,10,2830,940,1989,0,"98007",3200,36342,14.0225247273486,0,1,1
"1446",2015-04-06,369500,3,1,1200,9194,1,0,0,4,7,1200,0,1952,0,"98155",1330,8650,12.8199060193704,0,1,1
"1447",2015-03-18,566000,3,2.5,2090,6294,2,0,0,3,9,2090,0,2004,0,"98052",2520,5735,13.2463493571853,0,1,1
"1448",2014-08-25,290000,3,2.25,1500,7308,1,0,0,4,7,1210,290,1968,0,"98055",1480,7400,12.5776362019627,0,1,1
"1449",2015-04-13,5350000,5,5,8000,23985,2,0,4,3,12,6720,1280,2009,0,"98004",4600,21750,15.4926071188722,1,1,1
"1450",2014-05-22,180000,3,1,870,5330,1,0,0,3,6,870,0,1969,2014,"98042",840,5200,12.1007121298723,0,1,0
"1451",2014-08-12,215000,2,1,1010,6000,1,0,0,4,6,1010,0,1944,0,"98133",1610,7313,12.2783933071098,0,1,0
"1452",2015-02-12,302000,2,1,1010,6000,1,0,0,4,6,1010,0,1944,0,"98133",1610,7313,12.618182296357,0,1,0
"1453",2015-04-10,352500,3,1.75,1860,7881,1,0,0,3,7,1160,700,1986,0,"98198",1490,7527,12.7728059012345,0,1,1
"1454",2014-06-26,235867,4,2,1330,5926,1,0,0,4,5,1330,0,1942,0,"98056",1150,5485,12.3710233658265,0,1,0
"1455",2014-07-17,5e+05,3,2.25,1760,11946,2,0,0,3,8,1760,0,1978,0,"98074",2080,12068,13.1223633774043,0,1,1
"1456",2015-03-26,382000,3,2.25,1800,4500,2,0,0,3,7,1800,0,1995,0,"98019",1760,6589,12.8531758875887,0,1,1
"1457",2015-04-22,515000,5,2.5,1690,2402,1.5,0,0,3,7,990,700,1930,0,"98117",1200,4005,13.1519221796459,0,1,1
"1458",2015-05-01,250000,1,1,660,2600,1,0,0,3,6,660,0,1919,0,"98144",1560,5445,12.4292161968444,0,1,0
"1459",2014-06-27,672500,3,2.25,2400,5300,1.5,0,0,4,7,1250,1150,1939,0,"98117",1540,4800,13.4187573904581,0,1,1
"1460",2014-10-22,755000,3,2.25,3020,13031,2,0,0,3,9,3020,0,1989,0,"98052",2480,10204,13.5344730282312,0,1,1
"1461",2015-03-20,707500,3,1,1500,2555,2,0,2,3,7,1500,0,1910,0,"98109",1820,2555,13.4694929084995,0,1,1
"1462",2014-08-26,459000,4,2,1560,3840,1,0,0,4,6,960,600,1924,0,"98117",1560,4800,13.0368054890427,0,1,0
"1463",2015-02-04,140000,3,1,1090,10620,1.5,0,0,3,7,1090,0,1959,0,"98032",1380,10620,11.8493977015914,0,1,1
"1464",2014-08-11,495000,2,1,970,4284,1,0,0,3,7,970,0,1905,0,"98103",2050,4284,13.1123130415508,0,1,1
"1465",2014-05-13,757000,3,3.25,3190,5283,2,0,0,3,9,3190,0,2007,0,"98029",2950,5198,13.5371185324196,0,1,1
"1466",2015-01-07,765000,3,3.25,3190,5283,2,0,0,3,9,3190,0,2007,0,"98029",2950,5198,13.5476311128087,0,1,1
"1467",2014-09-19,359000,4,1.5,1890,6052,1,0,0,4,7,1890,0,1955,0,"98125",1510,6072,12.7910776674704,0,1,1
"1468",2014-06-05,440000,3,1,1050,7500,1,0,0,3,6,1050,0,1900,0,"98136",1380,7500,12.9945300058944,0,1,0
"1469",2014-05-29,4e+05,4,1.5,1390,7200,1,0,0,3,7,1140,250,1965,0,"98133",1630,7702,12.8992198260901,0,1,1
"1470",2015-03-25,652000,3,2,1700,4080,1,0,0,4,7,850,850,1941,0,"98117",1480,5100,13.3877998409088,0,1,1
"1471",2014-05-30,260000,3,1.75,1050,5850,1,0,0,3,7,1050,0,1980,0,"98166",1220,8880,12.4684369099977,0,1,1
"1472",2015-04-20,1330000,5,3,3340,10796,1,0,2,3,9,2120,1220,1964,1990,"98040",3290,12955,14.1006895001979,0,1,1
"1473",2015-02-20,519500,4,2,1540,17859,1,0,0,3,6,1540,0,1964,0,"98027",1390,9688,13.1606220895214,0,1,0
"1474",2014-10-27,650000,3,1,1710,5992,1.5,0,0,4,7,1560,150,1928,0,"98103",1240,3001,13.3847276418718,0,1,1
"1475",2015-03-24,280000,4,2.25,2100,8075,2,0,0,3,8,2100,0,1978,0,"98003",2100,7464,12.5425448821514,0,1,1
"1476",2014-09-10,515000,4,1.75,1730,7980,1,0,0,4,8,1730,0,1965,0,"98007",2080,8400,13.1519221796459,0,1,1
"1477",2015-03-18,4e+05,3,2.25,1500,2692,2,0,0,3,7,1500,0,1986,0,"98034",1470,2418,12.8992198260901,0,1,1
"1478",2015-04-14,652100,3,2.5,2380,5017,2,0,0,3,9,2380,0,2003,0,"98074",2670,6066,13.3879532033813,0,1,1
"1479",2014-06-23,235000,6,3,2180,7956,2,0,0,3,7,2180,0,1980,0,"98003",2214,7684,12.3673407931263,0,1,1
"1480",2015-04-08,701000,4,1.5,1840,10080,2,0,0,3,8,1840,0,1907,0,"98118",1830,5040,13.4602631660167,0,1,1
"1481",2014-06-24,640000,4,2.5,2341,9594,2,0,0,3,9,2341,0,1997,0,"98052",2850,9421,13.3692234553359,0,1,1
"1482",2014-07-28,455800,3,2.5,1690,4584,2,0,0,3,7,1690,0,2002,0,"98053",1600,3164,13.0298093957937,0,1,1
"1483",2014-12-18,504750,3,2.5,2490,21937,2,0,0,3,8,2490,0,1993,0,"98014",2450,21937,13.1318185361751,0,1,1
"1484",2014-07-11,483000,3,3,2440,15540,2,0,0,3,9,2440,0,1992,0,"98074",2440,15283,13.0877719326347,0,1,1
"1485",2014-12-30,530000,3,0.75,920,20412,1,1,2,5,6,920,0,1950,0,"98070",1162,54705,13.1806322855283,0,1,0
"1486",2014-07-11,250000,2,1,1030,8786,1,0,0,3,6,1030,0,1956,0,"98146",1480,8121,12.4292161968444,0,1,0
"1487",2014-09-24,229950,5,2.75,2000,5885,1,0,0,3,7,1260,740,1994,0,"98023",1960,6514,12.3456171729681,0,1,1
"1488",2014-07-23,884744,4,3.5,4210,9414,2,0,0,3,9,4210,0,2001,0,"98074",3950,8880,13.693053616608,0,1,1
"1489",2015-04-01,514000,3,1.5,1610,9964,1,0,0,3,7,1080,530,1977,0,"98052",1610,9964,13.1499785444373,0,1,1
"1490",2015-05-06,532000,3,2.25,1910,35015,1,0,0,4,8,1430,480,1977,0,"98027",2340,36680,13.1843987683238,0,1,1
"1491",2014-09-11,423000,4,2.5,2660,5539,2,0,0,3,8,2660,0,2004,0,"98059",2380,5539,12.9551274580284,0,1,1
"1492",2014-08-26,420000,2,1,820,4025,1,0,2,5,6,820,0,1922,0,"98126",1410,5750,12.9480099902596,0,1,0
"1493",2014-11-10,521000,3,1.75,1730,18250,1,0,0,3,8,1730,0,1988,0,"98011",2180,10027,13.1635053207355,0,1,1
"1494",2015-02-05,577000,4,2.25,2360,7490,2,0,0,3,8,2360,0,1979,0,"98033",2360,7490,13.2655975454902,0,1,1
"1495",2014-09-29,425000,3,1,970,8040,1,0,0,3,7,970,0,1956,0,"98007",1250,7000,12.9598444479066,0,1,1
"1496",2014-10-31,495000,4,2.5,2460,4862,2,0,0,3,8,2460,0,2004,0,"98028",2900,4895,13.1123130415508,0,1,1
"1497",2014-10-01,340000,3,2.5,2690,8577,2,0,0,3,9,2690,0,1987,0,"98023",2570,8066,12.7367008965923,0,1,1
"1498",2014-09-23,499950,3,3.5,1820,1991,2,0,0,3,8,1430,390,2014,0,"98144",1550,1460,13.122263372404,0,1,1
"1499",2015-03-16,1220000,4,3,3470,4750,2,0,2,3,9,2370,1100,2014,0,"98116",2420,4761,14.0143614167094,0,1,1
"1500",2015-02-27,720000,4,2.75,3370,7634,1,0,2,5,8,2110,1260,1977,0,"98056",2460,7634,13.4870064909922,0,1,1
"1501",2015-03-12,249000,3,1.5,1700,8247,1,0,0,3,7,1010,690,1970,0,"98031",1440,8400,12.4252081754468,0,1,1
"1502",2014-06-13,206135,3,1,1340,11070,1,0,0,4,7,1340,0,1978,0,"98030",1650,7630,12.2362865729362,0,1,1
"1503",2014-10-06,3e+05,5,2.75,2000,9276,2,0,0,4,7,2000,0,1968,0,"98055",1240,8270,12.6115377536383,0,1,1
"1504",2015-03-18,612000,6,3,3840,14040,1.5,0,3,3,8,2460,1380,1949,0,"98178",2170,6765,13.3244875614945,1,1,1
"1505",2014-11-06,1100000,5,2.5,3890,27311,2,0,2,3,10,3890,0,1950,1990,"98177",3160,22641,13.9108207377686,0,1,1
"1506",2015-02-24,230000,4,2,1220,9100,1.5,0,0,4,7,1220,0,1970,0,"98023",1160,7700,12.3458345879053,0,1,1
"1507",2015-05-04,850000,3,1,2280,4600,1,0,2,3,8,1250,1030,1936,0,"98119",1910,4000,13.6529916284665,0,1,1
"1508",2014-09-25,355000,4,2.5,2770,7000,1,0,0,4,7,1940,830,1979,0,"98001",2140,7684,12.7798730684576,0,1,1
"1509",2014-06-23,442000,4,2.5,2520,7253,2,0,0,3,9,2520,0,1990,0,"98059",2570,8359,12.9990651610598,0,1,1
"1510",2014-06-26,399000,4,3,3060,5000,2,0,0,3,8,3060,0,2001,0,"98042",3060,5668,12.896716695872,0,1,1
"1511",2014-11-06,360000,4,2.5,2390,7115,2,0,0,3,9,2390,0,1999,0,"98092",2600,7916,12.7938593104323,0,1,1
"1512",2015-02-13,390000,3,1.75,1320,7725,1,0,0,3,8,1320,0,1978,0,"98058",2020,7210,12.8739020181058,0,1,1
"1513",2015-03-18,413000,5,2.5,2900,8711,1,0,0,3,8,1650,1250,1977,0,"98011",2340,8869,12.9312028719432,0,1,1
"1514",2015-02-11,190000,2,1,700,9500,1,0,0,3,6,700,0,1951,0,"98118",1020,5617,12.1547793511426,0,1,0
"1515",2014-10-13,432900,3,2.5,2210,9226,2,0,0,3,8,2210,0,1998,0,"98045",2430,8902,12.9782620334301,0,1,1
"1516",2014-05-28,621138,3,2.25,2180,7741,2,0,0,3,9,2180,0,1986,0,"98074",2300,8581,13.3393085584501,0,1,1
"1517",2014-06-04,270000,3,2.25,2080,4252,1.5,0,0,3,7,1550,530,2003,0,"98042",2080,2275,12.5061772379805,0,1,1
"1518",2015-01-09,610000,4,2.25,2090,35040,1,0,0,3,8,1490,600,1980,0,"98075",2910,21132,13.3212142361495,0,1,1
"1519",2014-06-02,5e+05,3,2,1720,5525,1,0,2,5,7,960,760,1941,0,"98108",1760,5525,13.1223633774043,0,1,1
"1520",2014-08-07,715000,4,2.25,2460,40635,1,0,0,5,8,2460,0,1968,0,"98053",2250,40635,13.4800378216761,0,1,1
